10	6.96684e-05	7.14454e-06	-6.41805e-05	1.01487e-06	-0.00035147	-6.14926e-05	0.000203985	-2.28555e-06	1e-30	-4.04044e-05	-6.85934e-07	7.77778e-05	1e-30	1.03754e-322	1e-30	1e-30	2.35638e-310	1e-30	1e-30	1e-30	1.35808e-312	
10	7.14454e-06	0.000131124	7.50225e-06	-8.2561e-05	-4.81448e-05	-0.000949916	-2.47993e-05	0.000265034	1e-30	4.21861e-06	-5.19497e-05	0.0011571	1e-30	6.91692e-323	1e-30	1e-30	6.5376e-315	1e-30	1e-30	1e-30	6.95332e-310	
10	-6.41805e-05	7.50225e-06	0.000231455	1.45973e-05	0.000232605	-2.35959e-05	-0.000738894	-5.28721e-05	1e-30	0.000151956	2.01087e-05	1.13152e-05	1e-30	6.95332e-310	1e-30	1e-30	0.118541	1e-30	1e-30	1e-30	6.95332e-310	
10	1.01487e-06	-8.2561e-05	1.45973e-05	0.00038306	1.94551e-06	0.000350033	-5.19539e-05	-0.00120668	1e-30	1.65963e-05	0.000256437	-0.000275851	1e-30	1.3628e+69	1e-30	1e-30	1.3628e+69	1e-30	1e-30	1e-30	8.63479e-320	
10	-0.00035147	-4.81448e-05	0.000232605	1.94551e-06	0.00320215	0.000618954	-0.00140785	3.18613e-05	1e-30	0.000456288	-3.8997e-05	-0.00086654	1e-30	4.52007e-153	1e-30	1e-30	4.52007e-153	1e-30	1e-30	1e-30	6.95332e-310	
10	-6.14926e-05	-0.000949916	-2.35959e-05	0.000350033	0.000618954	0.0131033	0.00022522	-0.00221527	1e-30	-7.62688e-05	0.000663233	-0.0198175	1e-30	2.35637e-310	1e-30	1e-30	6.53838e-315	1e-30	1e-30	1e-30	2.35637e-310	
10	0.000203985	-2.47993e-05	-0.000738894	-5.19539e-05	-0.00140785	0.00022522	0.00482865	0.00037266	1e-30	-0.00171872	-0.000185421	-0.000204165	1e-30	1.72752e-314	1e-30	1e-30	4.24399e-314	1e-30	1e-30	1e-30	6.53838e-315	
10	-2.28555e-06	0.000265034	-5.28721e-05	-0.00120668	3.18613e-05	-0.00221527	0.00037266	0.00783511	1e-30	-0.000173376	-0.00294555	0.00212458	1e-30	6.95332e-310	1e-30	1e-30	6.95332e-310	1e-30	1e-30	1e-30	6.95332e-310	
10	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	
10	-4.04044e-05	4.21861e-06	0.000151956	1.65963e-05	0.000456288	-7.62688e-05	-0.00171872	-0.000173376	1e-30	0.00470809	0.000472079	6.77584e-05	1e-30	0	1e-30	1e-30	0	1e-30	1e-30	1e-30	3.26463e-314	
10	-6.85934e-07	-5.19497e-05	2.01087e-05	0.000256437	-3.8997e-05	0.000663233	-0.000185421	-0.00294555	1e-30	0.000472079	0.00834353	-0.000512169	1e-30	6.95332e-310	1e-30	1e-30	4.94066e-322	1e-30	1e-30	1e-30	0	
10	7.77778e-05	0.0011571	1.13152e-05	-0.000275851	-0.00086654	-0.0198175	-0.000204165	0.00212458	1e-30	6.77584e-05	-0.000512169	0.0355236	1e-30	6.93277e-315	1e-30	1e-30	6.93277e-315	1e-30	1e-30	1e-30	6.93277e-315	
10	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	
10	1.03754e-322	6.91692e-323	6.95332e-310	1.3628e+69	4.52007e-153	2.35637e-310	1.72752e-314	6.95332e-310	1e-30	0	6.95332e-310	6.93277e-315	1e-30	0	1e-30	1e-30	9.88131e-324	1e-30	1e-30	1e-30	9.88131e-324	
10	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	
10	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	
10	2.35638e-310	6.5376e-315	0.118541	1.3628e+69	4.52007e-153	6.53838e-315	4.24399e-314	6.95332e-310	1e-30	0	4.94066e-322	6.93277e-315	1e-30	9.88131e-324	1e-30	1e-30	2.35638e-310	1e-30	1e-30	1e-30	9.88131e-324	
10	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	
10	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	
10	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	1e-30	
10	1.35808e-312	6.95332e-310	6.95332e-310	8.63479e-320	6.95332e-310	2.35637e-310	6.53838e-315	6.95332e-310	1e-30	3.26463e-314	0	6.93277e-315	1e-30	9.88131e-324	1e-30	1e-30	9.88131e-324	1e-30	1e-30	1e-30	6.95332e-310	

